,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
928021,166114,1373715,COM,Put,DFND,6167000
928022,166114,1373715,COM,Put,SOLE,21810000
928055,166114,1594805,CL A,Put,DFND,3857000
928056,166114,1594805,CL A,Put,SOLE,13774000
928059,166114,1596532,COM,Put,DFND,3076000
928060,166114,1596532,COM,Put,SOLE,10968000
928069,166114,1652044,CAP STK CL A,Call,DFND,26073000
928070,166114,1652044,CAP STK CL A,Call,SOLE,27522000
928071,166114,1652044,CAP STK CL A,Put,DFND,13906000
928072,166114,1652044,CAP STK CL A,Put,SOLE,14775000
928075,166114,1652044,CAP STK CL C,Call,SOLE,65763000
928076,166114,1652044,CAP STK CL C,Put,SOLE,34764000
928079,166114,1682852,COM,Put,DFND,13207000
928080,166114,1682852,COM,Put,SOLE,47164000
928083,166114,1725057,COM,Call,DFND,3823000
928084,166114,1725057,COM,Call,SOLE,13663000
928109,166114,1823306,SUB VTG SHS,Call,DFND,2523000
928110,166114,1823306,SUB VTG SHS,Call,SOLE,9008000
928113,166114,1824814,ORD SHS,Call,DFND,30000
928114,166114,1824814,ORD SHS,Call,SOLE,107000
928181,166114,19392,CL A,Call,DFND,2347000
928182,166114,19392,CL A,Call,SOLE,8345000
928183,166114,22301,CL A,Call,DFND,2325000
928184,166114,22301,CL A,Call,SOLE,8269000
928187,166114,315293,SHS CL A,Call,DFND,2284000
928188,166114,315293,SHS CL A,Call,SOLE,8175000
928193,166114,33185,COM,Put,DFND,6090000
928194,166114,33185,COM,Put,SOLE,21579000
928199,166114,4962,COM,Call,DFND,2978000
928200,166114,4962,COM,Call,SOLE,10618000
928201,166114,51143,COM,Put,DFND,6723000
928202,166114,51143,COM,Put,SOLE,24005000
928205,166114,6281,COM,Call,DFND,6293000
928206,166114,6281,COM,Call,SOLE,22534000
928213,166114,723254,COM,Put,DFND,5540000
928214,166114,723254,COM,Put,SOLE,19632000
928219,166114,769397,COM,Call,DFND,2671000
928220,166114,769397,COM,Call,SOLE,9617000
928221,166114,789019,COM,Call,DFND,11435000
928222,166114,789019,COM,Call,SOLE,40796000
928225,166114,796343,COM,Put,DFND,4650000
928226,166114,796343,COM,Put,SOLE,16672000
928231,166114,858877,COM,Put,DFND,7921000
928232,166114,858877,COM,Put,SOLE,28244000
928233,166114,864749,COM,Put,DFND,3095000
928234,166114,864749,COM,Put,SOLE,11047000
928237,166114,883241,COM,Put,DFND,3243000
928238,166114,883241,COM,Put,SOLE,11571000
928243,166114,884394,TR UNIT,Put,DFND,49681000
928244,166114,884394,TR UNIT,Put,SOLE,177445000
928247,166114,896878,COM,Put,DFND,3216000
928248,166114,896878,COM,Put,SOLE,11256000
928251,166114,898293,COM,Call,DFND,1076000
928252,166114,898293,COM,Call,SOLE,3841000
928259,166114,97745,COM,Put,DFND,6939000
928260,166114,97745,COM,Put,SOLE,24888000
928425,1661149,1064641,ENERGY,Put,SOLE,56000
928435,1661149,1067839,UNIT SER 1,Call,SOLE,11000
928500,1661149,1113169,COM,Put,SOLE,118000
928505,1661149,113736,JUNIOR GOLD MINE,Call,SOLE,2000
928564,1661149,1330568,ISHARES,Call,SOLE,2000
928704,1661149,34088,COM,Call,SOLE,1000
928727,1661149,50863,COM,Put,SOLE,52000
928821,1661149,9238,COM,Put,SOLE,43000
928860,1661462,1045742,Listed Option,Call,SOLE,14000
929156,1661762,104169,COM,Call,SOLE,42000
929158,1661762,104581,COM,Call,SOLE,107000
929164,1661762,12927,COM,Call,SOLE,1447000
929173,1661762,1512673,CL A,Call,SOLE,11000
929177,1661762,1535527,CL A,Call,SOLE,150000
929179,1661762,1551152,COM,Call,SOLE,14000
929181,1661762,156155,CL A COM,Call,SOLE,47000
929184,1661762,1577552,SPONSORED ADS,Call,SOLE,38000
929191,1661762,1633917,COM,Call,SOLE,24000
929194,1661762,1652044,CAP STK CL C,Call,SOLE,283000
929200,1661762,1745431,COM CL A,Call,SOLE,7000
929205,1661762,1821896,CL A COM STK,Call,SOLE,2000
929208,1661762,1828811,COMMON SHARES,Call,SOLE,2000
929210,1661762,1835632,COM,Call,SOLE,272000
929212,1661762,1841925,CLASS A COM,Call,SOLE,34000
929216,1661762,2488,COM,Call,SOLE,332000
929218,1661762,29082,COM,Call,SOLE,2752000
929220,1661762,320193,COM,Call,SOLE,45796000
929225,1661762,37996,COM,Call,SOLE,21000
929229,1661762,707549,COM,Call,SOLE,61000
929230,1661762,707549,COM,Put,SOLE,1822000
929233,1661762,743988,COM,Call,SOLE,23000
929234,1661762,743988,COM,Put,SOLE,10810000
929236,1661762,75523,COM,Call,SOLE,146000
929241,1661762,789019,COM,Call,SOLE,62000
929244,1661762,820318,COM,Call,SOLE,136000
929248,1661762,882095,COM,Call,SOLE,25000
929254,1661762,9238,COM,Call,SOLE,19000
930364,1664193,1064641,ENERGY,Call,SOLE,55500000
930375,1664193,1067839,UNIT SER 1,Call,SOLE,79570000
930433,1664193,1100663,IBOXX INV CP ETF,Put,SOLE,38431000
930443,1664193,1100663,MSCI EAFE ETF,Call,SOLE,14162000
930444,1664193,1100663,MSCI EAFE ETF,Put,SOLE,45241000
930446,1664193,1100663,MSCI EMG MKT ETF,Call,SOLE,12213000
930447,1664193,1100663,MSCI EMG MKT ETF,Put,SOLE,16609000
930546,1664193,1285785,COM,Call,SOLE,117870000
930556,1664193,1318605,COM,Call,SOLE,2748000
931916,1664772,1408198,COM,Put,SOLE,2642000
932472,1664864,12927,COM,Call,SOLE,151000
932493,1664864,1355096,COM A BRAVES GRP,Call,SOLE,21000
932749,1664864,35495,Put,Put,SOLE,1000
932786,1664864,59478,COM,Call,SOLE,55000
932787,1664864,59527,COM,Call,SOLE,5000
932788,1664864,59558,COM,Call,SOLE,126000
932858,1664864,815097,Call,Call,SOLE,1000
932963,1664999,1032975,SHS,Call,SOLE,3299000
932966,1664999,1070494,COM,Call,SOLE,1050000
932968,1664999,1120246,SPONS ADR NEW,Call,SOLE,607000
932976,1664999,1463972,COM NEW,Call,SOLE,173000
932978,1664999,1513761,SHS,Call,SOLE,2074000
932980,1664999,1577552,SPONSORED ADS,Call,SOLE,2376000
932981,1664999,1579982,GENOMIC REV ETF,Call,SOLE,612000
932983,1664999,1579982,INNOVATION ETF,Call,SOLE,1466000
932990,1664999,1760654,COM CL A,Call,SOLE,297000
932992,1664999,1795251,ORD SHS,Call,SOLE,1738000
932994,1664999,1811414,COM CL A,Call,SOLE,488000
932996,1664999,1818874,COM,Call,SOLE,20988000
932998,1664999,1820953,COM CL A,Call,SOLE,201000
932999,1664999,1855756,CLASS A ORD SHS,Call,SOLE,1247000
933003,1664999,50863,COM,Call,SOLE,16480000
933004,1664999,723125,COM,Call,SOLE,4658000
933007,1664999,926042,SPONSORED ADR,Call,SOLE,642000
933008,1665012,1064642,UT SER 1,Put,SOLE,308822000
933009,1665012,1100663,IBOXX INV CP ETF,Put,SOLE,318048000
933010,1665012,1100663,JPMORGAN USD EMG,Put,SOLE,359898000
933011,1665012,1100663,MSCI EAFE ETF,Put,SOLE,255710000
933067,1665077,743988,CALL,Call,SOLE,2017000
933195,1665198,1090727,COM,Call,SOLE,752000
933235,1665198,1168164,COM,Call,SOLE,5699000
933236,1665198,1168164,COM,Put,SOLE,2066000
933278,1665198,1413329,COM,Call,SOLE,972000
933284,1665198,14272,COM,Call,SOLE,687000
933290,1665198,1467858,COM,Call,SOLE,251000
933314,1665198,1618921,COM,Call,SOLE,459000
933343,1665198,21344,COM,Call,SOLE,431000
933390,1665198,64803,COM,Call,SOLE,1631000
933466,1665198,880803,COM,Call,SOLE,431000
933477,1665198,895421,COM,Call,SOLE,1587000
933813,1665241,1015598,SPONSORED ADR,Put,SOLE,2769000
933815,1665241,101565,SPONSORED ADR,Put,SOLE,2769000
933838,1665241,102926,*W EXP 12/31/202,Call,SOLE,17000
933842,1665241,1032975,SHS,Call,SOLE,8437000
933843,1665241,1032975,SHS,Put,SOLE,8437000
933878,1665241,1052118,COM,Call,SOLE,30091000
933908,1665241,1064641,SBI INT-INDS,Put,SOLE,10581000
933910,1665241,1064641,SBI INT-UTILS,Call,SOLE,28632000
933911,1665241,1064641,SBI INT-UTILS,Put,SOLE,31087000
933917,1665241,1067839,UNIT SER 1,Call,SOLE,9946000
933918,1665241,1067839,UNIT SER 1,Put,SOLE,9946000
933944,1665241,1090458,COM,Put,SOLE,961000
933952,1665241,1093691,COM NEW,Call,SOLE,9881000
933965,1665241,1100663,CHINA LG-CAP ETF,Put,SOLE,9145000
933968,1665241,1100663,RUSSELL 2000 ETF,Put,SOLE,54833000
934139,1665241,1316835,COM,Call,SOLE,4286000
934147,1665241,1321655,CL A,Call,SOLE,455000
934159,1665241,1335258,COM,Put,SOLE,1197000
934175,1665241,1349682,COM CL A,Call,SOLE,17882000
934200,1665241,1378789,SHS,Call,SOLE,11449000
934205,1665241,1384905,CL A,Call,SOLE,7325000
934268,1665241,1441236,COM,Call,SOLE,5501000
934296,1665241,1469367,COM,Call,SOLE,13720000
934315,1665241,1481513,SPONSORED ADR,Call,SOLE,3622000
934340,1665241,1503123,XTRACK HRVST CSI,Put,SOLE,19545000
934344,1665241,1506293,CL A,Call,SOLE,10905000
934359,1665241,1517228,COM,Call,SOLE,1380000
934387,1665241,1547576,CSI CHI INTERNET,Call,SOLE,20756000
934408,1665241,1563411,CL A SHS,Call,SOLE,5373000
934411,1665241,1564902,COM,Put,SOLE,973000
934440,1665241,1579982,FINTECH INNOVA,Call,SOLE,6128000
934442,1665241,1579982,INNOVATION ETF,Put,SOLE,8040000
934464,1665241,1593034,SHS,Call,SOLE,1128000
934469,1665241,1597033,COM,Call,SOLE,5584000
934498,1665241,161764,CL C CAP STK,Call,SOLE,1277000
934507,1665241,1623606,*W EXP 12/01/202,Call,SOLE,4000
934539,1665241,1643953,*W EXP 01/14/202,Call,SOLE,11000
934572,1665241,1661187,*W EXP 04/06/202,Call,SOLE,15000
934581,1665241,1666757,COM,Call,SOLE,6316000
934588,1665241,1673772,COM,Call,SOLE,3673000
934597,1665241,1679273,COM,Call,SOLE,12676000
934607,1665241,1683471,ROUNDHILL BALL,Call,SOLE,3795000
934617,1665241,16918,CL A,Call,SOLE,6274000
934623,1665241,1697862,SPONSORED ADR,Call,SOLE,3502000
934644,1665241,1716583,*W EXP 07/15/202,Call,SOLE,15000
934679,1665241,1743881,COM,Call,SOLE,1668000
934704,1665241,1759186,*W EXP 10/31/202,Call,SOLE,5000
934713,1665241,1768224,COM,Call,SOLE,10178000
934721,1665241,1771908,*W EXP 03/04/202,Call,SOLE,14000
934743,1665241,1784535,COM,Call,SOLE,156000
934745,1665241,1785041,*W EXP 11/22/202,Call,SOLE,12000
934773,1665241,1801169,COM,Put,SOLE,4967000
934776,1665241,1801602,*W EXP 02/11/202,Call,SOLE,5000
934782,1665241,1803914,RIGHT 06/29/2026,Call,SOLE,25000
934786,1665241,1805795,*W EXP 06/30/202,Call,SOLE,3000
934794,1665241,1809196,*W EXP 07/01/202,Call,SOLE,111000
934808,1665241,181236,*W EXP 08/01/202,Call,SOLE,14000
934821,1665241,1816261,*W EXP 09/25/202,Call,SOLE,7000
934829,1665241,181764,RIGHT 05/23/2022,Call,SOLE,2000
934830,1665241,1817786,*W EXP 10/05/202,Call,SOLE,6000
934840,1665241,1819498,*W EXP 03/02/202,Call,SOLE,23000
934842,1665241,181951,*W EXP 10/06/202,Call,SOLE,5000
934851,1665241,182016,*W EXP 01/27/202,Call,SOLE,8000
934853,1665241,1820175,*W EXP 01/14/202,Call,SOLE,12000
934856,1665241,1820191,*W EXP 09/19/202,Call,SOLE,13000
934858,1665241,1820201,*W EXP 11/17/202,Call,SOLE,9000
934862,1665241,1820566,*W EXP 01/01/203,Call,SOLE,13000
934871,1665241,1821318,*W EXP 11/30/202,Call,SOLE,6000
934874,1665241,1821606,*W EXP 01/07/202,Call,SOLE,17000
934883,1665241,1822145,*W EXP 09/30/202,Call,SOLE,6000
934891,1665241,1822691,*W EXP 09/30/202,Call,SOLE,12000
934899,1665241,1823086,*W EXP 05/01/202,Call,SOLE,8000
934915,1665241,1823707,*W EXP 99/99/999,Call,SOLE,21000
934921,1665241,1823854,*W EXP 12/31/202,Call,SOLE,19000
934926,1665241,1823896,*W EXP 11/04/202,Call,SOLE,20000
934929,1665241,1824153,*W EXP 01/07/202,Call,SOLE,12000
934931,1665241,1824171,*W EXP 11/30/202,Call,SOLE,36000
934941,1665241,1825413,*W EXP 11/30/202,Call,SOLE,26000
934949,1665241,1826011,*W EXP 12/23/202,Call,SOLE,12000
934956,1665241,1826553,*W EXP 12/15/202,Call,SOLE,20000
934959,1665241,1826671,*W EXP 07/08/202,Call,SOLE,7000
934961,1665241,1826729,*W EXP 02/02/202,Call,SOLE,10000
934966,1665241,1826991,*W EXP 11/24/202,Call,SOLE,11000
934969,1665241,1827248,*W EXP 01/12/202,Call,SOLE,14000
934977,1665241,1827899,*W EXP 99/99/999,Call,SOLE,11000
934981,1665241,1828325,*W EXP 01/14/202,Call,SOLE,27000
934995,1665241,1828914,*W EXP 01/12/202,Call,SOLE,40000
935008,1665241,1829889,*W EXP 12/31/202,Call,SOLE,6000
935017,1665241,1830374,*W EXP 01/27/202,Call,SOLE,10000
935028,1665241,1831964,*W EXP 01/31/202,Call,SOLE,15000
935034,1665241,1832371,*W EXP 02/24/202,Call,SOLE,8000
935040,1665241,183295,*W EXP 02/02/202,Call,SOLE,13000
935043,1665241,1833213,*W EXP 11/11/202,Call,SOLE,5000
935047,1665241,1833909,*W EXP 03/31/202,Call,SOLE,7000
935052,1665241,1835205,*W EXP 03/01/202,Call,SOLE,29000
935062,1665241,1835972,*W EXP 03/02/202,Call,SOLE,21000
935068,1665241,1836259,*W EXP 02/16/202,Call,SOLE,7000
935074,1665241,1836547,*W EXP 02/16/202,Call,SOLE,16000
935080,1665241,183716,*W EXP 02/05/202,Call,SOLE,8000
935085,1665241,1837607,*W EXP 02/28/202,Call,SOLE,12000
935087,1665241,1838,*W EXP 12/01/202,Call,SOLE,11000
935091,1665241,1838176,*W EXP 03/31/202,Call,SOLE,8000
935097,1665241,1838293,*W EXP 99/99/999,Call,SOLE,30000
935104,1665241,1838697,*W EXP 02/02/202,Call,SOLE,27000
935110,1665241,1839044,*W EXP 01/04/202,Call,SOLE,28000
935121,1665241,1839839,COMMON STOCK,Call,SOLE,3130000
935127,1665241,1840225,*W EXP 02/29/202,Call,SOLE,12000
935129,1665241,1840353,*W EXP 03/07/202,Call,SOLE,9000
935134,1665241,184092,*W EXP 03/31/202,Call,SOLE,11000
935146,1665241,1841425,*W EXP 02/04/202,Call,SOLE,15000
935157,1665241,1842219,*W EXP 03/31/202,Call,SOLE,17000
935166,1665241,1842431,*W EXP 07/29/202,Call,SOLE,9000
935177,1665241,1843248,*W EXP 04/01/202,Call,SOLE,13000
935181,1665241,1843608,*W EXP 06/09/202,Call,SOLE,12000
935189,1665241,1844135,*W EXP 12/17/202,Call,SOLE,12000
935194,1665241,1844417,*W EXP 10/15/202,Call,SOLE,10000
935196,1665241,1844419,*W EXP 05/05/202,Call,SOLE,7000
935204,1665241,1844908,*W EXP 02/25/202,Call,SOLE,7000
935218,1665241,1846668,*W EXP 03/31/202,Call,SOLE,8000
935231,1665241,1848165,*W EXP 99/99/999,Call,SOLE,11000
935239,1665241,1849058,RIGHT 05/31/2028,Call,SOLE,6000
935242,1665241,184938,*W EXP 11/11/202,Call,SOLE,16000
935244,1665241,1849475,*W EXP 04/12/202,Call,SOLE,25000
935248,1665241,184982,RIGHT 10/15/2026,Call,SOLE,3000
935253,1665241,1850487,*W EXP 02/01/202,Call,SOLE,6000
935265,1665241,1852332,*W EXP 09/07/202,Call,SOLE,10000
935276,1665241,1853084,RIGHT 09/24/2026,Call,SOLE,24000
935277,1665241,1853188,COM,Put,SOLE,30795000
935288,1665241,1855168,*W EXP 12/11/202,Call,SOLE,5000
935293,1665241,1855467,*W EXP 99/99/999,Call,SOLE,6000
935297,1665241,1855631,*W EXP 09/30/202,Call,SOLE,7000
935304,1665241,1856519,RIGHT 06/29/2026,Call,SOLE,12000
935307,1665241,1856692,*W EXP 03/31/202,Call,SOLE,18000
935313,1665241,1856995,RIGHT 05/14/2026,Call,SOLE,12000
935348,1665241,1864271,*W EXP 05/21/202,Call,SOLE,6000
935350,1665241,1864891,*W EXP 09/01/202,Call,SOLE,7000
935370,1665241,1869141,*W EXP 07/31/202,Call,SOLE,37000
935376,1665241,1870404,*W EXP 09/01/202,Call,SOLE,15000
935461,1665241,39899,COM,Call,SOLE,742000
935485,1665241,58696,CL A,Call,SOLE,32350000
935489,1665241,59558,COM,Call,SOLE,15427000
935517,1665241,718877,COM,Call,SOLE,6653000
935530,1665241,72333,COM,Call,SOLE,2262000
935543,1665241,732717,COM,Call,SOLE,2460000
935551,1665241,743988,COM,Put,SOLE,763000
935589,1665241,79035,COM,Call,SOLE,5868000
935593,1665241,795266,COM,Call,SOLE,24154000
935612,1665241,815097,COMMON STOCK,Put,SOLE,553000
935617,1665241,822416,COM,Call,SOLE,7345000
935626,1665241,831001,COM NEW,Put,SOLE,4964000
935658,1665241,867773,COM,Call,SOLE,8348000
935676,1665241,884394,S&P BIOTECH,Call,SOLE,5598000
935682,1665241,884394,TR UNIT,Put,SOLE,38614000
935688,1665241,886128,COM,Call,SOLE,1560000
935711,1665241,895421,COM NEW,Put,SOLE,6645000
935714,1665241,896159,COM,Put,SOLE,38662000
935718,1665241,898173,COM,Put,SOLE,7062000
935752,1665241,91584,COM NEW,Call,SOLE,2554000
935761,1665241,92122,COM,Call,SOLE,20574000
935789,1665241,935703,COM,Call,SOLE,7026000
935976,1665337,1318605,Stock,Put,SOLE,317000
936054,1665337,1776927,ETF,Call,SOLE,19000
936136,1665337,831259,Stock,Call,SOLE,108000
936150,1665337,884394,ETF,Put,SOLE,237000
937345,1665853,1403161,COM CL A,Call,SOLE,4248000
937365,1665887,1506293,CL A,Call,SOLE,13995000
938788,1666231,1064641,ENERGY,Put,SOLE,6938000
938791,1666231,1100663,RUSSELL 2000 ETF,Put,SOLE,81394000
938795,1666231,1418091,COM,Call,SOLE,6911000
938798,1666231,1490281,COM NEW,Call,SOLE,5000000
938806,1666231,1592058,COM,Call,SOLE,403000
938810,1666231,1674168,COM,Call,SOLE,1042000
938885,1666231,1856437,COMMON STOCK,Call,SOLE,1389000
938907,1666231,831001,COM NEW,Call,SOLE,5284000
938909,1666231,884394,TR UNIT,Put,SOLE,33770000
939148,1666335,1506293,CL A,Call,SOLE,72700000
939150,1666335,1577552,SPONSORED ADS,Call,SOLE,478645000
939151,1666335,1577552,SPONSORED ADS,Put,SOLE,38827000
939184,1666335,789019,COM,Call,SOLE,569359000
939357,1666363,1410384,COM,Call,OTR,1429000
939700,1666472,1517413,CL A,Call,SOLE,86000
939708,1666606,100493,COM,Call,SOLE,2179000
939709,1666606,100493,COM,Put,SOLE,1743000
939710,1666606,100817,COM,Call,SOLE,3451000
939711,1666606,100817,COM,Put,SOLE,3275000
939712,1666606,1013871,COM,Call,SOLE,961000
939713,1666606,1013871,COM,Put,SOLE,1292000
939714,1666606,1018724,COM,Call,SOLE,4335000
939715,1666606,1018724,COM,Put,SOLE,2667000
939716,1666606,104169,COM,Call,SOLE,1693000
939717,1666606,104169,COM,Put,SOLE,1273000
939718,1666606,1048911,COM,Call,SOLE,3957000
939719,1666606,1048911,COM,Put,SOLE,3957000
939721,1666606,106528,COM,Call,SOLE,6687000
939722,1666606,106528,COM,Put,SOLE,5422000
939725,1666606,1086222,COM,Call,SOLE,2329000
939726,1666606,1086222,COM,Put,SOLE,2282000
939727,1666606,1099219,COM,Call,SOLE,2918000
939728,1666606,1099219,COM,Put,SOLE,2687000
939732,1666606,1103982,COM,Call,SOLE,484000
939733,1666606,1103982,COM,Put,SOLE,1936000
939735,1666606,1108524,COM,Call,SOLE,788000
939736,1666606,1108524,COM,Put,SOLE,839000
939741,1666606,1164727,COM,Call,SOLE,3690000
939742,1666606,1164727,COM,Put,SOLE,3349000
939751,1666606,1283699,COM,Put,SOLE,12178000
939766,1666606,1397187,COM,Call,SOLE,470000
939767,1666606,1397187,COM,Put,SOLE,1174000
939769,1666606,1418091,COM,Call,SOLE,1729000
939770,1666606,1418091,COM,Put,SOLE,1729000
939782,1666606,1506293,COM,Put,SOLE,1392000
939788,1666606,1546693,COM,Put,SOLE,846000
939789,1666606,1551152,COM,Call,SOLE,3900000
939790,1666606,1551152,COM,Put,SOLE,1923000
939804,1666606,1637459,COM,Call,SOLE,1357000
939805,1666606,1637459,COM,Put,SOLE,1357000
939815,1666606,1679788,COM,Put,SOLE,2297000
939826,1666606,1730168,COM,Call,SOLE,3194000
939827,1666606,1730168,COM,Put,SOLE,798000
939830,1666606,1751788,COM,Call,SOLE,2893000
939831,1666606,1751788,COM,Put,SOLE,2456000
939836,1666606,1760683,COM,Put,SOLE,3560000
939841,1666606,1766502,COM,Put,SOLE,16217000
939848,1666606,1781335,COM,Call,SOLE,1106000
939849,1666606,1781335,COM,Put,SOLE,1097000
939887,1666606,1823,COM,Call,SOLE,3287000
939888,1666606,1823,COM,Put,SOLE,3535000
940021,1666606,2488,COM,Call,SOLE,432000
940022,1666606,2488,COM,Put,SOLE,4749000
940023,1666606,277135,COM,Call,SOLE,2591000
940024,1666606,277135,COM,Put,SOLE,2591000
940027,1666606,34088,COM,Call,SOLE,6413000
940028,1666606,34088,COM,Put,SOLE,2754000
940031,1666606,40545,COM,Call,SOLE,5186000
940032,1666606,40545,COM,Put,SOLE,4818000
940035,1666606,64978,COM,Call,SOLE,1403000
940036,1666606,64978,COM,Put,SOLE,2069000
940037,1666606,6674,COM,Call,SOLE,2096000
940038,1666606,6674,COM,Put,SOLE,3393000
940040,1666606,72945,COM,Call,SOLE,2322000
940041,1666606,72945,COM,Put,SOLE,2322000
940042,1666606,732712,COM,Call,SOLE,1221000
940043,1666606,732712,COM,Put,SOLE,1060000
940046,1666606,75362,COM,Call,SOLE,989000
940047,1666606,75362,COM,Put,SOLE,2409000
940049,1666606,76418,COM,Call,SOLE,5587000
940050,1666606,76418,COM,Put,SOLE,4474000
940051,1666606,789019,COM,Call,SOLE,1009000
940052,1666606,789019,COM,Put,SOLE,3061000
940057,1666606,872589,COM,Call,SOLE,1895000
940058,1666606,872589,COM,Put,SOLE,1768000
940062,1666606,882095,COM,Call,SOLE,145000
940063,1666606,882095,COM,Put,SOLE,145000
940064,1666606,885725,COM,Call,SOLE,1070000
940065,1666606,885725,COM,Put,SOLE,1593000
940291,1666667,1367306,OIL FD,Put,SOLE,113000
940303,1666667,884394,TR UNIT,Call,SOLE,1010000
940304,1666667,884394,TR UNIT,Put,SOLE,43243000
940307,1666682,1064641,TECHNOLOGY,Put,DFND,3234000
940308,1666682,1064641,TECHNOLOGY,Put,SOLE,243000
940309,1666682,1067839,UNIT SER 1,Put,DFND,64531000
940310,1666682,1067839,UNIT SER 1,Put,SOLE,4894000
940313,1666682,1100663,3 7 YR TREAS BD,Call,DFND,82992000
940314,1666682,1100663,3 7 YR TREAS BD,Call,SOLE,7077000
940315,1666682,1100663,BARCLAYS 7 10 YR,Call,DFND,30337000
940316,1666682,1100663,BARCLAYS 7 10 YR,Call,SOLE,2438000
940317,1666682,1100663,IBOXX HI YD ETF,Put,DFND,10119000
940318,1666682,1100663,IBOXX HI YD ETF,Put,SOLE,757000
940319,1666682,1100663,IBOXX INV CP ETF,Put,DFND,3697000
940320,1666682,1100663,IBOXX INV CP ETF,Put,SOLE,278000
940321,1666682,1100663,MSCI EAFE ETF,Put,DFND,3659000
940322,1666682,1100663,MSCI EAFE ETF,Put,SOLE,275000
940323,1666682,1100663,RUSSELL 2000 ETF,Put,DFND,44023000
940324,1666682,1100663,RUSSELL 2000 ETF,Put,SOLE,3359000
940329,1666682,1313275,COM,Call,DFND,3802000
940330,1666682,1313275,COM,Call,SOLE,286000
940337,1666682,1595974,COM,Call,DFND,3255000
940338,1666682,1595974,COM,Call,SOLE,245000
940351,1666682,884394,TR UNIT,Put,DFND,101166000
