,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
315907,1318757,34088,EQUITY OPTION,Put,OTR,11337000
315911,1318757,351116,EQUITY OPTION,Call,OTR,67000
315919,1318757,35495,EQUITY OPTION,Call,OTR,831000
315923,1318757,35616,EQUITY WRT,Call,OTR,2581000
315928,1318757,36405,EQUITY WRT,Call,OTR,9990000
315933,1318757,40545,EQUITY OPTION,Call,OTR,6839000
315944,1318757,4625,EQUITY WRT,Call,OTR,780000
315956,1318757,4962,EQUITY OPTION,Put,OTR,915000
315980,1318757,60667,EQUITY OPTION,Call,OTR,466000
316006,1318757,707011,EQUITY WRT,Call,OTR,3762000
316008,1318757,707549,EQUITY OPTION,Call,OTR,216000
316030,1318757,723125,EQUITY OPTION,Call,OTR,24918000
316031,1318757,723125,EQUITY OPTION,Put,OTR,26475000
316055,1318757,732712,EQUITY OPTION,Call,OTR,15000
316057,1318757,732717,EQUITY OPTION,Call,OTR,6699000
316058,1318757,732717,EQUITY OPTION,Put,OTR,7721000
316093,1318757,769993,EQUITY OPTION,Put,OTR,192000
316104,1318757,78003,EQUITY OPTION,Call,OTR,14177000
316105,1318757,78003,EQUITY OPTION,Put,OTR,28397000
316114,1318757,789019,EQUITY OPTION,Call,OTR,7567000
316115,1318757,789019,EQUITY OPTION,Put,OTR,28689000
316126,1318757,796334,EQUITY WRT,Call,OTR,5359000
316141,1318757,80424,EQUITY OPTION,Call,OTR,1292000
316142,1318757,80424,EQUITY OPTION,Put,OTR,98000
316160,1318757,813828,EQUITY OPTION,Put,OTR,1153000
316173,1318757,82267,EQUITY OPTION,Call,OTR,620000
316174,1318757,82267,EQUITY OPTION,Put,OTR,422000
316180,1318757,826473,EQUITY WRT,Call,OTR,2343000
316187,1318757,831001,EQUITY OPTION,Call,OTR,137000
316188,1318757,831001,EQUITY OPTION,Put,OTR,637000
316211,1318757,851246,EQUITY WRT,Call,OTR,2722000
316219,1318757,857489,EQUITY WRT,Call,OTR,550000
316221,1318757,85961,EQUITY OPTION,Call,OTR,123000
316256,1318757,882095,EQUITY OPTION,Call,OTR,14885000
316257,1318757,882095,EQUITY OPTION,Put,OTR,4329000
316262,1318757,884394,EQUITY OPTION,Call,OTR,998000
316263,1318757,884394,EQUITY OPTION,Put,OTR,250000
316272,1318757,885544,EQUITY WRT,Call,OTR,2476000
316340,1318757,913277,EQUITY WRT,Call,OTR,608000
316356,1318757,91695,EQUITY WRT,Call,OTR,4192000
316386,1318757,929408,EQUITY WRT,Call,OTR,2057000
316388,1318757,930667,EQUITY OPTION,Call,OTR,161000
316389,1318757,930667,EQUITY OPTION,Put,OTR,26948000
316418,1318757,941765,EQUITY WRT,Call,OTR,1726000
316421,1318757,943945,EQUITY WRT,Call,OTR,6658000
316430,1318757,949618,EQUITY WRT,Call,OTR,5196000
316441,1318757,97476,EQUITY OPTION,Call,OTR,792000
316442,1318757,97476,EQUITY OPTION,Put,OTR,1111000
318847,1323645,1000694,COM NEW,Put,SOLE,1788375
318848,1323645,1001082,CL A,Put,SOLE,337376
318849,1323645,1001085,CL A LTD VT SH,Call,SOLE,4226600
318850,1323645,1001085,CL A LTD VT SH,Put,SOLE,1117030
318852,1323645,1002047,COM,Call,SOLE,3532416
318853,1323645,1002047,COM,Put,SOLE,3514018
318855,1323645,100493,CL A,Put,SOLE,1499152
318857,1323645,100517,COM,Call,SOLE,2832566
318858,1323645,100517,COM,Put,SOLE,1090122
318860,1323645,1005284,COM,Call,SOLE,1914348
318861,1323645,1005284,COM,Put,SOLE,2475450
318862,1323645,1005897,COM,Call,SOLE,3587295
318863,1323645,1005897,COM,Put,SOLE,5643855
318865,1323645,1007648,SPONSORED ADS,Call,SOLE,56256956
318866,1323645,1007648,SPONSORED ADS,Put,SOLE,40797121
318868,1323645,100817,COM,Call,SOLE,3930108
318869,1323645,100817,COM,Put,SOLE,2695651
318870,1323645,1009001,COM,Call,SOLE,5373984
318871,1323645,1009001,COM,Put,SOLE,5875614
318874,1323645,1013871,COM NEW,Call,SOLE,5238528
318875,1323645,1013871,COM NEW,Put,SOLE,1589652
318876,1323645,1015922,ORD,Put,SOLE,1188912
318878,1323645,101778,COM,Call,SOLE,9769900
318879,1323645,101778,COM,Put,SOLE,9723924
318881,1323645,101829,COM,Call,SOLE,5060328
318882,1323645,1019849,COM,Call,SOLE,1308084
318884,1323645,1022079,COM,Call,SOLE,5311407
318885,1323645,1022079,COM,Put,SOLE,2664354
318887,1323645,1022671,COM,Call,SOLE,11247084
318888,1323645,1022671,COM,Put,SOLE,6877356
318891,1323645,1025378,COM,Put,SOLE,1074855
318892,1323645,1029142,COM NEW,Call,SOLE,219492
318893,1323645,1031296,COM,Call,SOLE,636327
318894,1323645,1031296,COM,Put,SOLE,981524
318895,1323645,1032975,SHS,Call,SOLE,7365464
318896,1323645,1032975,SHS,Put,SOLE,5839584
318898,1323645,103379,COM,Call,SOLE,2123380
318899,1323645,103379,COM,Put,SOLE,959182
318901,1323645,1035267,COM NEW,Call,SOLE,9808890
318902,1323645,1035267,COM NEW,Put,SOLE,4203810
318905,1323645,1037192,COM,Call,SOLE,1010961
318906,1323645,1037192,COM,Put,SOLE,823746
318907,1323645,103754,COM,Call,SOLE,1946542
318908,1323645,103754,COM,Put,SOLE,2568514
318909,1323645,1038357,COM,Call,SOLE,2873704
318910,1323645,1038357,COM,Put,SOLE,2382628
318911,1323645,1039684,COM,Call,SOLE,3737136
318912,1323645,1039684,COM,Put,SOLE,4536272
318915,1323645,1041061,COM,Call,SOLE,2985490
318916,1323645,1041061,COM,Put,SOLE,5110048
318918,1323645,104169,COM,Put,SOLE,3747471
318921,1323645,1043277,COM NEW,Put,SOLE,1097826
318924,1323645,1045609,COM,Call,SOLE,8990424
318925,1323645,1045609,COM,Put,SOLE,8384328
318927,1323645,104581,COM,Call,SOLE,77203875
318928,1323645,104581,COM,Put,SOLE,108203069
318930,1323645,1047166,COM,Call,SOLE,5482785
318931,1323645,1047166,COM,Put,SOLE,7177464
318932,1323645,1047862,COM,Call,SOLE,1049436
318933,1323645,1048911,COM,Call,SOLE,17432336
318934,1323645,1048911,COM,Put,SOLE,23924200
318935,1323645,1050446,CL A NEW,Call,SOLE,5662696
318936,1323645,105147,COM,Call,SOLE,14277816
318937,1323645,105147,COM,Put,SOLE,28952238
318939,1323645,1052118,COM,Call,SOLE,2489520
318940,1323645,105319,COM,Call,SOLE,662943
318941,1323645,105319,COM,Put,SOLE,219368
318943,1323645,105598,COM,Call,SOLE,32612006
318944,1323645,105598,COM,Put,SOLE,19479880
318950,1323645,105829,CL A,Call,SOLE,1242080
318951,1323645,105829,CL A,Put,SOLE,1410648
318952,1323645,10604,COM,Call,SOLE,1323763
318953,1323645,10604,COM,Put,SOLE,1030318
318957,1323645,106444,COM,Put,SOLE,796635
318958,1323645,1064641,ENERGY,Call,SOLE,48590250
318959,1323645,1064641,ENERGY,Put,SOLE,23976000
318961,1323645,1064641,FINANCIAL,Call,SOLE,17795085
318962,1323645,1064641,FINANCIAL,Put,SOLE,10609885
318964,1323645,1064641,SBI CONS DISCR,Call,SOLE,17888500
318965,1323645,1064641,SBI CONS DISCR,Put,SOLE,39681804
318967,1323645,1064641,SBI CONS STPLS,Call,SOLE,948453
318968,1323645,1064641,SBI HEALTHCARE,Call,SOLE,15920570
318969,1323645,1064641,SBI HEALTHCARE,Put,SOLE,21880217
318971,1323645,1064641,SBI INT-INDS,Call,SOLE,1470759
318972,1323645,1064641,SBI INT-INDS,Put,SOLE,2592345
318974,1323645,1064641,TECHNOLOGY,Call,SOLE,18830121
318975,1323645,1064641,TECHNOLOGY,Put,SOLE,29262321
318977,1323645,1065088,COM,Call,SOLE,6423900
318978,1323645,1065088,COM,Put,SOLE,5938450
318980,1323645,106528,COM,Call,SOLE,21446864
318981,1323645,106528,COM,Put,SOLE,37953720
318983,1323645,1067491,SPONSORED ADR,Call,SOLE,739052
318985,1323645,1067983,CL B NEW,Call,SOLE,67514200
318986,1323645,1067983,CL B NEW,Put,SOLE,34983000
318993,1323645,1070235,COM,Put,SOLE,650760
318998,1323645,1070794,COM,Call,SOLE,8109051
318999,1323645,1070794,COM,Put,SOLE,8370935
319000,1323645,1070945,COM,Call,SOLE,21393203
319001,1323645,1070945,COM,Put,SOLE,34174803
319004,1323645,1079459,COM,Put,SOLE,11963796
319006,1323645,1085917,COM,Call,SOLE,36339432
319007,1323645,1085917,COM,Put,SOLE,19597845
319009,1323645,1089063,COM,Call,SOLE,4772085
319010,1323645,1089063,COM,Put,SOLE,18271911
319012,1323645,1090012,COM,Call,SOLE,8272590
319013,1323645,1090012,COM,Put,SOLE,9602900
319014,1323645,1090458,COM,Call,SOLE,938180
319015,1323645,1090458,COM,Put,SOLE,7705380
319016,1323645,1090727,CL B,Call,SOLE,112549934
319017,1323645,1090727,CL B,Put,SOLE,85264452
319018,1323645,1090872,COM,Call,SOLE,13330775
319019,1323645,1090872,COM,Put,SOLE,13618145
319021,1323645,1091587,SPONSORED ADR,Call,SOLE,385517
319027,1323645,1093691,COM NEW,Call,SOLE,31962006
319028,1323645,1093691,COM NEW,Put,SOLE,45690255
319029,1323645,1096479,COM,Call,SOLE,1238260
319032,1323645,1097864,COM,Call,SOLE,6955008
319033,1323645,1097864,COM,Put,SOLE,7573080
319035,1323645,1098307,COM,Call,SOLE,4889533
319036,1323645,1098307,COM,Put,SOLE,9140670
319037,1323645,1099219,COM,Call,SOLE,1718475
319038,1323645,1099219,COM,Put,SOLE,3224484
319039,1323645,10998,COM,Call,SOLE,3977185
319040,1323645,10998,COM,Put,SOLE,5816795
319043,1323645,1100663,CORE S&P SCP ETF,Call,SOLE,1293963
319044,1323645,1100663,ISHARES BIOTECH,Put,SOLE,1861964
319045,1323645,1100663,MSCI EAFE ETF,Put,SOLE,1384768
319048,1323645,1100663,RUS 1000 GRW ETF,Call,SOLE,6050682
319049,1323645,1100663,RUS 1000 GRW ETF,Put,SOLE,6875775
319052,1323645,1100663,US HOME CONS ETF,Call,SOLE,1144296
319053,1323645,1100663,US HOME CONS ETF,Put,SOLE,995040
319057,1323645,1108524,COM,Call,SOLE,12274479
319058,1323645,1108524,COM,Put,SOLE,27801822
319061,1323645,1109357,COM,Call,SOLE,12164256
319062,1323645,1109357,COM,Put,SOLE,8011312
319067,1323645,1113169,COM,Put,SOLE,3146240
319070,1323645,1116132,COM,Call,SOLE,507500
319071,1323645,1116132,COM,Put,SOLE,828240
319073,1323645,1120193,COM,Call,SOLE,12642602
319074,1323645,1120193,COM,Put,SOLE,7770370
319076,1323645,1121788,SHS,Call,SOLE,5242545
319077,1323645,1121788,SHS,Put,SOLE,4316589
319079,1323645,112397,COM,Call,SOLE,10173432
319080,1323645,112397,COM,Put,SOLE,11620938
319083,1323645,112461,CL A COM,Call,SOLE,2028827
319084,1323645,112461,CL A COM,Put,SOLE,7430689
319087,1323645,113031,COM,Call,SOLE,410277
319089,1323645,1131399,SPONSORED ADR,Call,SOLE,507150
319090,1323645,1131399,SPONSORED ADR,Put,SOLE,449820
319092,1323645,1135796,COM,Call,SOLE,2373932
319094,1323645,1136893,COM,Call,SOLE,10653040
319095,1323645,1136893,COM,Put,SOLE,6810960
319098,1323645,1138118,CL A,Call,SOLE,1128504
319100,1323645,1144519,COM,Call,SOLE,13667904
319101,1323645,1144519,COM,Put,SOLE,15553776
319109,1323645,1163165,COM,Call,SOLE,4944330
319110,1323645,1163165,COM,Put,SOLE,7098036
319112,1323645,1163302,COM,Call,SOLE,5073911
319113,1323645,1163302,COM,Put,SOLE,10612117
319114,1323645,1164727,COM,Call,SOLE,17588872
319115,1323645,1164727,COM,Put,SOLE,22705522
319116,1323645,1166003,COM,Put,SOLE,1022076
319119,1323645,1167419,COM,Put,SOLE,406406
319120,1323645,117001,COM,Put,SOLE,1393461
319121,1323645,1170279,COM,Call,SOLE,3261774
319122,1323645,1170279,COM,Put,SOLE,4317744
319123,1323645,1174922,COM,Put,SOLE,986464
319129,1323645,1206264,COM,Call,SOLE,4665376
319130,1323645,1206264,COM,Put,SOLE,4646564
319132,1323645,1219239,COM,Call,SOLE,3851750
319133,1323645,1219239,COM,Put,SOLE,3400250
319135,1323645,1219601,COM,Put,SOLE,1814168
319137,1323645,1232384,COM,Call,SOLE,549172
319139,1323645,1260979,COM,Call,SOLE,1044836
319140,1323645,1260979,COM,Put,SOLE,564876
319141,1323645,1261333,COM,Call,SOLE,10570314
319142,1323645,1261333,COM,Put,SOLE,29182596
319144,1323645,1262039,COM,Call,SOLE,16712100
319145,1323645,1262039,COM,Put,SOLE,21456180
319146,1323645,1264806,SPONSORD ADS,Call,SOLE,33198564
319147,1323645,1264806,SPONSORD ADS,Put,SOLE,35167212
319149,1323645,12659,COM,Call,SOLE,643188
319150,1323645,12659,COM,Put,SOLE,570152
319151,1323645,1269238,ADS,Call,SOLE,1767716
319152,1323645,1269238,ADS,Put,SOLE,1994220
319153,1323645,1271625,COM,Call,SOLE,7947471
319154,1323645,1271625,COM,Put,SOLE,5919333
319155,1323645,1274494,COM,Call,SOLE,11356948
319156,1323645,1274494,COM,Put,SOLE,25912668
319158,1323645,1282013,COM,Call,SOLE,1393688
319159,1323645,1282013,COM,Put,SOLE,776397
319161,1323645,1283246,COM,Call,SOLE,4115448
319162,1323645,1283246,COM,Put,SOLE,4716792
319163,1323645,1283699,COM,Call,SOLE,16005240
319164,1323645,1283699,COM,Put,SOLE,26014314
319165,1323645,1284719,COMMON STOCK,Call,SOLE,558515
319166,1323645,1284719,COMMON STOCK,Put,SOLE,564553
319168,1323645,1285785,COM,Call,SOLE,1889849
319169,1323645,1285785,COM,Put,SOLE,2467412
319171,1323645,128946,COM,Put,SOLE,1044576
319173,1323645,128949,COM,Put,SOLE,3219566
319175,1323645,12927,COM,Call,SOLE,27681500
319176,1323645,12927,COM,Put,SOLE,7146860
319179,1323645,1297086,COM,Call,SOLE,318300
319181,1323645,1300514,COM,Call,SOLE,23133544
319182,1323645,1300514,COM,Put,SOLE,28512300
319184,1323645,1306965,SPONS ADR A,Call,SOLE,1605800
319185,1323645,1306965,SPONS ADR A,Put,SOLE,585900
319189,1323645,1309402,COM,Call,SOLE,1647624
319190,1323645,1309402,COM,Put,SOLE,938520
319193,1323645,1314727,COM,Put,SOLE,473820
319195,1323645,1316835,COM,Call,SOLE,5562579
319196,1323645,1316835,COM,Put,SOLE,4696908
319197,1323645,1317436,COM,Put,SOLE,946960
319200,1323645,1318605,COM,Call,SOLE,69007734
319201,1323645,1318605,COM,Put,SOLE,48506202
319204,1323645,1321655,CL A,Call,SOLE,12759747
319205,1323645,1321655,CL A,Put,SOLE,6236925
319207,1323645,1323404,COM,Call,SOLE,3374298
319208,1323645,1323404,COM,Put,SOLE,2039175
319209,1323645,1324424,COM NEW,Call,SOLE,4427640
319210,1323645,1324424,COM NEW,Put,SOLE,10138392
319212,1323645,132638,CL A,Call,SOLE,38907858
319213,1323645,132638,CL A,Put,SOLE,25077910
319214,1323645,1326801,CL A,Call,SOLE,20786430
319215,1323645,1326801,CL A,Put,SOLE,30069690
319217,1323645,1327567,COM,Call,SOLE,19041192
319218,1323645,1327567,COM,Put,SOLE,40198072
319220,1323645,1329099,SPON ADR REP A,Call,SOLE,25130631
319221,1323645,1329099,SPON ADR REP A,Put,SOLE,27541029
319223,1323645,1334036,COM,Call,SOLE,8026572
319224,1323645,1334036,COM,Put,SOLE,3910710
319226,1323645,1336917,CL A,Call,SOLE,504322
319227,1323645,1336917,CL A,Put,SOLE,697151
319229,1323645,133692,COM,Put,SOLE,1849120
319232,1323645,1341766,COM NEW,Call,SOLE,1058894
319235,1323645,1342874,SPONSORED ADS,Call,SOLE,1914880
319236,1323645,1342874,SPONSORED ADS,Put,SOLE,1022720
319241,1323645,1349682,COM CL A,Call,SOLE,538625
319242,1323645,1349682,COM CL A,Put,SOLE,1719291
319245,1323645,1353176,COM,Call,SOLE,7642523
319246,1323645,1353176,COM,Put,SOLE,10427284
319248,1323645,1353283,COM,Call,SOLE,5323120
319249,1323645,1353283,COM,Put,SOLE,10137072
319252,1323645,1355444,SPONSORED ADS,Call,SOLE,424225
319253,1323645,1355833,COMMON STOCK,Call,SOLE,558515
319254,1323645,1355833,COMMON STOCK,Put,SOLE,564553
319256,1323645,1359841,COM,Put,SOLE,212344
319259,1323645,1364954,COM,Call,SOLE,703030
319261,1323645,1365916,COM NEW,Call,SOLE,360306
319262,1323645,1365916,COM NEW,Put,SOLE,358683
319265,1323645,1368265,COM,Call,SOLE,356766
319267,1323645,1369241,SHS,Call,SOLE,2553030
319268,1323645,1369241,SHS,Put,SOLE,1209330
319269,1323645,1370637,COM,Call,SOLE,4904256
319270,1323645,1370637,COM,Put,SOLE,8407296
319273,1323645,1373715,COM,Call,SOLE,26613510
319274,1323645,1373715,COM,Put,SOLE,21485541
319275,1323645,137431,COM,Call,SOLE,2673200
319276,1323645,137431,COM,Put,SOLE,2438480
319280,1323645,1381197,COM CL A,Call,SOLE,1048344
319281,1323645,1382821,COM,Call,SOLE,810029
319282,1323645,1382821,COM,Put,SOLE,1781296
319285,1323645,1385867,COM,Call,SOLE,6954200
319286,1323645,1385867,COM,Put,SOLE,9625245
319288,1323645,1386716,SHS PAR,Call,SOLE,3434505
319289,1323645,1386716,SHS PAR,Put,SOLE,3486646
319291,1323645,1390777,COM,Call,SOLE,2050224
319292,1323645,1390777,COM,Put,SOLE,2991120
319295,1323645,1393292,COM,Call,SOLE,3547974
319296,1323645,1393292,COM,Put,SOLE,2747325
319297,1323645,1393311,COM,Put,SOLE,4569632
319299,1323645,1393818,COM,Call,SOLE,56336406
319300,1323645,1393818,COM,Put,SOLE,30497223
319302,1323645,1397187,COM,Call,SOLE,7241825
319303,1323645,1397187,COM,Put,SOLE,10412570
319304,1323645,1403161,COM CL A,Call,SOLE,4139161
319305,1323645,1403161,COM CL A,Put,SOLE,5764486
319306,1323645,1403882,NY REGISTRY SH,Put,SOLE,786201
319308,1323645,1404123,COM,Call,SOLE,1163134
319309,1323645,1404123,COM,Put,SOLE,897827
319310,1323645,1404912,COM,Call,SOLE,2488300
319311,1323645,1404912,COM,Put,SOLE,4812700
319313,1323645,1406926,COM,Call,SOLE,877672
319314,1323645,1406926,COM,Put,SOLE,1500536
319316,1323645,140997,COM NEW,Call,SOLE,4122690
319317,1323645,140997,COM NEW,Put,SOLE,1982760
319320,1323645,1413329,COM,Call,SOLE,3885500
319321,1323645,1413329,COM,Put,SOLE,4094500
319323,1323645,1413447,COM,Put,SOLE,3097808
319325,1323645,1415332,COM NEW,Call,SOLE,1290016
319326,1323645,1415332,COM NEW,Put,SOLE,387296
319327,1323645,1418091,COM,Call,SOLE,61428586
319328,1323645,1418091,COM,Put,SOLE,36551154
319330,1323645,1418819,COM,Call,SOLE,458319
319331,1323645,1418819,COM,Put,SOLE,433545
319335,1323645,1423902,COM,Call,SOLE,422808
319336,1323645,1423902,COM,Put,SOLE,242624
319338,1323645,1425287,COM NEW,Call,SOLE,1423976
319339,1323645,14272,COM,Call,SOLE,13162085
319340,1323645,14272,COM,Put,SOLE,11328995
319342,1323645,1428439,COM CL A,Call,SOLE,35371000
319343,1323645,1428439,COM CL A,Put,SOLE,56981540
319347,1323645,1433926,COM,Call,SOLE,9272622
319348,1323645,1433926,COM,Put,SOLE,13487833
319349,1323645,1437107,COM SER A,Call,SOLE,20147886
319350,1323645,1437107,COM SER A,Put,SOLE,17019420
319354,1323645,1441683,CL A,Call,SOLE,1747628
319355,1323645,1441683,CL A,Put,SOLE,2295392
319356,1323645,1441816,CL A,Call,SOLE,6299265
319357,1323645,1441816,CL A,Put,SOLE,9157755
319358,1323645,1443669,COM,Call,SOLE,806195
319359,1323645,1443669,COM,Put,SOLE,1109160
319362,1323645,1447669,CL A,Call,SOLE,13272336
319363,1323645,1447669,CL A,Put,SOLE,11191950
319364,1323645,1453015,COM,Call,SOLE,3064640
319365,1323645,1453015,COM,Put,SOLE,1534832
319367,1323645,1456346,COM,Call,SOLE,7951675
319368,1323645,1456346,COM,Put,SOLE,7080448
319374,1323645,1467373,SHS CLASS A,Call,SOLE,9949200
319375,1323645,1467373,SHS CLASS A,Put,SOLE,21598055
319376,1323645,1467623,CL A,Call,SOLE,1577922
319377,1323645,1467623,CL A,Put,SOLE,2753388
319379,1323645,1467858,COM,Call,SOLE,13502489
319380,1323645,1467858,COM,Put,SOLE,6455163
319382,1323645,1474432,CL A,Call,SOLE,478485
319383,1323645,1474432,CL A,Put,SOLE,742140
319385,1323645,1474735,COM,Call,SOLE,11191056
319386,1323645,1474735,COM,Put,SOLE,9009152
319388,1323645,1477333,CL A COM,Call,SOLE,20303600
319389,1323645,1477333,CL A COM,Put,SOLE,9770450
319391,1323645,1477449,COM,Call,SOLE,43329858
319392,1323645,1477449,COM,Put,SOLE,58920894
319394,1323645,1477641,SPNSRD ADS NEW,Call,SOLE,4790016
319395,1323645,1477641,SPNSRD ADS NEW,Put,SOLE,2515968
319397,1323645,147772,CL A,Call,SOLE,8304870
319398,1323645,147772,CL A,Put,SOLE,4659375
319403,1323645,1489393,SHS - A -,Call,SOLE,2674670
319404,1323645,1489393,SHS - A -,Put,SOLE,3652308
319406,1323645,1490978,COM,Call,SOLE,2803815
319407,1323645,1490978,COM,Put,SOLE,3991518
319408,1323645,1492691,CL A,Put,SOLE,1279740
319409,1323645,1495932,COM,Call,SOLE,788346
319410,1323645,1495932,COM,Put,SOLE,417756
319411,1323645,149871,COM,Call,SOLE,749455
319416,1323645,1506293,CL A,Call,SOLE,31649945
319417,1323645,1506293,CL A,Put,SOLE,27626000
319419,1323645,1507283,COM,Put,SOLE,6940824
319420,1323645,1512673,CL A,Call,SOLE,22013813
319421,1323645,1512673,CL A,Put,SOLE,60275532
319423,1323645,1513761,SHS,Call,SOLE,1804380
319424,1323645,1513761,SHS,Put,SOLE,354654
319425,1323645,1514416,COM CL A,Call,SOLE,861120
319427,1323645,1517396,SHS,Call,SOLE,1038376
319428,1323645,1517413,CL A,Call,SOLE,10124520
319429,1323645,1517413,CL A,Put,SOLE,8756150
319431,1323645,1519352,COM,Put,SOLE,685482
319432,1323645,1524472,COM,Put,SOLE,1642904
319433,1323645,1527166,COM,Call,SOLE,1290150
319434,1323645,1527636,SP ADS RP CL A,Call,SOLE,574860
319435,1323645,1527636,SP ADS RP CL A,Put,SOLE,1182148
319436,1323645,1529192,SPONSORED ADS A,Call,SOLE,1805160
319437,1323645,1529192,SPONSORED ADS A,Put,SOLE,554400
319439,1323645,1530238,ADS REPSTG COM A,Call,SOLE,954030
319440,1323645,1530238,ADS REPSTG COM A,Put,SOLE,885885
319441,1323645,1531152,COM,Call,SOLE,930883
319443,1323645,1534701,COM,Call,SOLE,1572382
319444,1323645,1534701,COM,Put,SOLE,804306
319446,1323645,1535527,CL A,Call,SOLE,5405400
319447,1323645,1535527,CL A,Put,SOLE,27027000
319451,1323645,1539838,COM,Call,SOLE,11701725
319452,1323645,1539838,COM,Put,SOLE,12542955
319454,1323645,1543151,COM,Call,SOLE,27631870
319455,1323645,1543151,COM,Put,SOLE,22390620
319458,1323645,1546693,CL A COM,Call,SOLE,22448160
319459,1323645,1546693,CL A COM,Put,SOLE,2165120
319462,1323645,1551152,COM,Put,SOLE,5091040
319464,1323645,1551182,SHS,Call,SOLE,21049476
319465,1323645,1551182,SHS,Put,SOLE,16884514
319466,1323645,155528,CL A,Call,SOLE,5173436
319467,1323645,155528,CL A,Put,SOLE,4002092
319469,1323645,1560327,COM,Call,SOLE,2271417
319470,1323645,1560327,COM,Put,SOLE,3036402
319471,1323645,15615,COM,Call,SOLE,1827144
319472,1323645,15615,COM,Put,SOLE,1079676
319473,1323645,156155,CL A COM,Call,SOLE,10757844
319474,1323645,156155,CL A COM,Put,SOLE,21141657
319476,1323645,1561603,COM,Call,SOLE,1148736
319478,1323645,1564408,CL A,Call,SOLE,18228828
319479,1323645,1564408,CL A,Put,SOLE,31970994
319480,1323645,1564902,COM,Call,SOLE,1362060
319481,1323645,1564902,COM,Put,SOLE,1867968
319484,1323645,1571949,COM,Call,SOLE,4650180
319485,1323645,1571949,COM,Put,SOLE,2995263
319486,1323645,1571996,CL C,Call,SOLE,3785858
319487,1323645,1571996,CL C,Put,SOLE,5442873
319490,1323645,1575515,COM,Call,SOLE,946792
319491,1323645,1575515,COM,Put,SOLE,1080352
319495,1323645,1576789,SHS,Call,SOLE,3534496
319497,1323645,1576942,COM CL A,Call,SOLE,3008280
319498,1323645,1576942,COM CL A,Put,SOLE,2563660
319499,1323645,1577552,SPONSORED ADS,Call,SOLE,12698651
319500,1323645,1577552,SPONSORED ADS,Put,SOLE,11261292
319504,1323645,1580864,COM,Call,SOLE,1281852
319505,1323645,1580864,COM,Put,SOLE,740194
319507,1323645,1584207,COM,Call,SOLE,515412
319508,1323645,1584207,COM,Put,SOLE,1551240
319511,1323645,1585521,CL A,Call,SOLE,39834906
319512,1323645,1585521,CL A,Put,SOLE,70786959
319514,1323645,1585689,COM,Put,SOLE,3712562
319515,1323645,1586998,COM,Call,SOLE,2623520
319516,1323645,1586998,COM,Put,SOLE,2009064
319518,1323645,1588727,COM,Call,SOLE,7118496
319519,1323645,1588727,COM,Put,SOLE,8747892
319523,1323645,1594805,CL A,Put,SOLE,19972155
319526,1323645,1595974,COM,Call,SOLE,2980250
319527,1323645,1595974,COM,Put,SOLE,813750
319529,1323645,1599342,COM,Call,SOLE,3768120
319530,1323645,1599342,COM,Put,SOLE,5254434
319532,1323645,1601046,COM,Call,SOLE,3262858
319533,1323645,1601046,COM,Put,SOLE,2127053
319535,1323645,1601712,COM,Put,SOLE,793269
319538,1323645,1604868,COM,Call,SOLE,1174500
319539,1323645,1604868,COM,Put,SOLE,310590
319543,1323645,1610601,ADS,Call,SOLE,388834
319548,1323645,1616707,CL A,Call,SOLE,4540283
319549,1323645,1616707,CL A,Put,SOLE,2754565
319551,1323645,161764,CL C CAP STK,Call,SOLE,8772990
319552,1323645,161764,CL C CAP STK,Put,SOLE,10299005
319555,1323645,1618921,COM,Call,SOLE,12184576
319556,1323645,1618921,COM,Put,SOLE,9873888
319558,1323645,1620533,CL A,Put,SOLE,1060752
319559,1323645,1625163,COM,Call,SOLE,666120
319560,1323645,1625163,COM,Put,SOLE,386984
319563,1323645,1627223,COM,Call,SOLE,526892
319565,1323645,1627475,COM,Call,SOLE,618296
319566,1323645,1627475,COM,Put,SOLE,1246840
319570,1323645,1633917,COM,Call,SOLE,70264908
319571,1323645,1633917,COM,Put,SOLE,37112544
319573,1323645,1637459,COM,Call,SOLE,8842170
319574,1323645,1637459,COM,Put,SOLE,14399490
319575,1323645,1639825,CL A COM,Call,SOLE,10037832
319576,1323645,1639825,CL A COM,Put,SOLE,9601560
319577,1323645,163992,SHS,Call,SOLE,26913450
319578,1323645,163992,SHS,Put,SOLE,35408739
319581,1323645,1645113,ORD SHS,Call,SOLE,1313900
319583,1323645,164818,CL A,Put,SOLE,584256
319584,1323645,1648416,COM,Put,SOLE,3416424
319586,1323645,1650372,CL A,Call,SOLE,7702058
319587,1323645,1650372,CL A,Put,SOLE,6253156
319589,1323645,1650664,COM,Call,SOLE,1821330
319590,1323645,1650664,COM,Put,SOLE,2169135
319592,1323645,1652044,CAP STK CL A,Put,SOLE,30418920
319594,1323645,165521,COM,Call,SOLE,8705376
319595,1323645,165521,COM,Put,SOLE,9715356
319600,1323645,1664703,COM CL A,Call,SOLE,320178
319601,1323645,1664703,COM CL A,Put,SOLE,436407
319602,1323645,1666138,COM,Call,SOLE,1856873
319603,1323645,1666138,COM,Put,SOLE,1745683
319605,1323645,1668717,SPONSORED ADR,Call,SOLE,4426205
319606,1323645,1668717,SPONSORED ADR,Put,SOLE,1126230
